text,number_sentiment
Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,0
 nope,0
I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio,0
not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,0
"You follow me , I follow you. As simple as that",0
21 days away from being evicted,0
I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,0
"Work, work, work and why did I get so tired all of a sudden.  , nicole told me you say `Hi` aww she was so enthusiastic  hi paul",0
Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,0
" aw, sure thing  their in my thoughts and prayers.",0
Ha ha 1 point for the men,0
how i wish the result IS true...,0
 hey  how are you?  x,0
Is revisingg,0
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,0
_Crow Morning!,0
"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0",0
 I`m sleeping on the wooden couch tonight!,0
is starting to get this whole Twitter thing!,0
... Money money money...      http://twitpic.com/664uz,0
is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow,0
On my way to see diplo with my girl kathryn at smartbar!,0
Im bumbed though cuz ima miss da laker game        |double sad face|,0
 Nope!  She can travel all she wants when SHE can pay for it.,0
Is working allll weeekend,0
Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,0
sure wish the cat would stop hiding,0
says ...tomorrow is another day...  http://plurk.com/p/x1pxh,0
"i want to see go:audio, someone take me please?  5DAYS(L)",0
says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,0
just got back from donating blood,0
Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,0
" alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm & ask, 'What is that noise about?'",0
 meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,0
" girl, when you crash, it may last for 2 days",0
"_Bones Four capital letters. Aye boy, same as that. I heart Justice.",0
 my your rather random.,0
"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",0
@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,0
BORED.  would love someone to talk to.,0
 why are you surprised?,0
" Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless",0
just watching ncis complete first season,0
 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,0
One lactose pill is not enough for coffee....oopse,0
 ... so I can`t charge you by the hour then?,0
 whaaat. I still have next week,0
ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,0
 where are ya headin to for your family vaca? i hope the paparazzi leave you alone,0
 yeah I kno...I`m tryna change it bac but its not lettin meeee,0
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,0
"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",0
Me and the calculator made lots of little algebra babies today,0
" Yes, its a common thing. Don`t you remember? I promised you and Nic i wouldn`t stress online  Clearly not kept",0
You can`t even gift money away these days.  re: http://ff.im/3lqUx,0
only 2 more days of minnie,0
 Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,0
Going to Jack`s for dinner with my BFF!,0
waiting for someone`s SMS. it`s been weeks and nearly a month  :?,0
i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys? 8-),0
 I`m researching NYC stuff.,0
 I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,0
they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO,0
 I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,0
" ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",0
Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,0
 what fun are you speaking of?,0
" will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",0
I want a burrito but I still have 30 more minutes of work,0
has a good heart... or so says the doctor. Except that the doctor won`t be in until Tuesday afternoon to put that in writing....,0
 72-65 Cavs! The score is and was! LOL,0
Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.,0
" Interesting people like you should never be bored, Tooshers.",0
 Hey,0
 Yeah *fingers crossed*,0
" Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",0
i want a dog...,0
" wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",0
http://twitpic.com/66q88 - So....I don`t have a PE  but I do have a Pocket Artoo!,0
SUNNY DAY!  going down to Stonehenge with my parents...,0
Is pretty hammered drunk! Props to me! Two nights in a row!!!,0
" at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",0
I have ants in my apartment,0
Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,0
"There are wonderful people in my life who I think I can handle only in small doses  & there is just 1 I cud be with every hour, everyday.",0
going to the lumberjack party,0
Locked out of my **** house!,0
Extremly deep,0
" don`t wait on Red, could be ages. I know what you mean, though. Really looking for a new job",0
Hes just not that into you,0
 so im listening to this random playlist and its leaning toward serani...,0
 Want to learn how to make flowers????,0
 So what does that make a queef,0
Up and packing. Its the last day of youth camp,0
I`m off to Costco in a bit to print off more photos for my photobook,0
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",0
 Ready! Its raining in Miami though  Go Cavs right?,0
 SANJAYA FOREVER! HAHAHAHAHAHA!!!!,0
 hello there!,0
_II It`s foggy here,0
 tried to edit the page but couldn`t add my name  can you pop me on the list please!,0
" yeah i think it just depends on what you`re doing with it, but at least im getting it for free  ill miss my sk though",0
_lipz I don`t know  I haven`t heard from Lorraine recently.,0
 DM me your email addy n i`ll fwd dem 2 ya,0
 Why?,0
"Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! <3",0
poker night instead of kate voegele.... i guess it`ll do....,0
 I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,0
oh man had great nap (still alittle tired) having pizza for dinner.,0
Fell off the wagon and had a Maccy`s!! : Fell off the wagon and had a Maccy`s!!,0
All alone at home.....,0
 boo i`m a week late  how long u in town for?,0
"I so don`t wanna go outside, I don`t have anything to do there  Maybe I will write later...",0
 'now or never' makes me cry everytime  lol.,0
Listening music with my friend,0
 haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,0
" the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",0
 I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,0
 Or even listen to Susan`s green policies,0
 I just see the video: 'All your base are belong to us..'  WhatÃ¯Â¿Â½s going on??!,0
"_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.",0
I want to go to Universal too!,0
i am listening this song 'shattered' by Tynisha keli   www.myspace.com/tynishakeli,0
I`m not looking forward to the crazy commute come with everything that`s going on down here,0
May the 4th be with you,0
_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),0
 you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear,0
http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,0
goodnight world.... goodnight eddplant.,0
Mo williamssssss,0
 Did I miss the fun?,0
 me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!,0
" hey, I can`t make it to Makers tonight",0
Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now,0
 what if we are in England?  x,0
  Bring me food before you go please.,0
Feeling the effects of the party last night. Drank far too much. 2 chicken burgers and one lamb burger. I did dance a fair bit tho.,0
 That`s the song I mean,0
Home. Got some nice plugs but no chipotle,0
 www.youtube.com/watch?v=9FtuV3xMrN0,0
"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",0
"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2",0
Every element in the DOM with children is a single parent,0
Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs,0
"Just joined, no one is following me",0
  OOh but you soon get to meet the dung mice!!,0
Just sang 'Shine' by Newsboys in the car with  Holla!,0
 what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,0
" nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",0
I have just looked the time and it is #BGT in 20mins. I may hibernate for an hour or so.,0
if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note,0
" haha, yeahh. im still following u tho,",0
 WOOHOO!!!  My broom isnt up to standards....there is no seatbelt on mine....*whispers*  I like the Swiffer...,0
 did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,0
 no not that expensive  windows or linux,0
Can`t sleep but is happy that the Fugees are keeping him company,0
" Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",0
hee hallo ,0
Just finished watching 'Marley and Me',0
 Haha same!!! But its gonna be awhile til it comes to sweden i think...,0
NW Macedonia: Few rainy days in a row.,0
Apparently I`m not meant to take dance lessons here,0
What up ab circle! Anddd It`s still in the box  f work,0
is taking the dog to the vet then a play date with Annabelle,0
_Hayward go two way mirrors,0
 mine pools... just in someone elses pocket,0
 Ouch. Realising how sheltered my upbringing was.,0
 What are u going to do today my girl?,0
follow friday: following more people then followers  follow me? woot #followfriday,0
 more coffee,0
"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",0
just watching hollyoaks omg,0
Back from mountains,0
" We don`t really offer that service as we`re web/graphic designers and not desktop publishers. So, I thought maybe you could help?",0
Is youtube not working properly for anyone else? I can`t watch videos because they keep failing to load,0
 No I haven`t made my page yet.  Had to work,0
I just realized that im going home 2 weeks from today,0
Tucking myself in tonight  Mogwai on repeat,0
 I told you I`d be back  Just won`t be updating as much before my exams. Looking forward to a day or two in your house ;),0
I can safely say I won`t be a euro winner this week!!,0
  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,0
"i want my ben and jerrys now lol, TWEET PEOPLE im bored",0
 Same here!  I just wanted it to keep going and not end... ever! ;),0
" in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",0
 no need to thank  we all just have to keep the good thought!,0
 just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,0
On my deck... Perfect weather today! Not feeling good tho...,0
"First fail, cant tweet from phone. Oh how I love my work phone",0
 you should come out!!,0
I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,0
poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!,0
 aww...you`re such a softy...I can only imagine you a mess of tears at your own wedding...you won`t even be able to talk,0
 hello nikki! i just ended my exams 2 hours ago!  how abt u?,0
 OR... Something to do with all the Red Bull?  Hmmm. You think maybe?,0
 morning.any plans for today?,0
"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff",0
" hiya, hows your week been?? just tried to DM you but your not following!  x",0
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,0
 Were have you been?,0
But ... but ... who will produce the next Starsailor record?,0
Or maybe its just us ....,0
 That was like eight years ago. Not so sure it would happen now,0
The gigantic initial inertial to get oneself to work after a deadline,0
" Sam, may I ask an odd question?  What might your fave animal be?",0
" You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn`t you?",0
_newnew yea I saw the oil show u put on gotta I likes,0
" Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird.",0
"Awake again at 6am on a Saturday, isn`t this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.",0
*PEN JAM CLEARED* CLICK!,0
dang need to go to cousins and i didnt upload all the videos  now i need to do it later!,0
 Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,0
 No you are not having my favorite drink without me  lol,0
"ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already",0
on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,0
" how old is jonathan jr? I`ve got four cockatiels, they`re two years now",0
Sooo tired and have a headache-all self inflicted of course! Good times though,0
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,0
Kicking Back In The Holidays  No More School for a whiles,0
_Daughtry  FYI Canada cannot see the VH1 preview of the video,0
anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,0
" FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",0
attempting to count the days till i return to canada...theres alot of them,0
"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van.",0
booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,0
Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,0
 i`ll go to the movies with you,0
 where have you been? LOL,0
 yea.. I will    haha,0
 Nope I am in Coquitlam,0
want`s to see `2001 Maniacs` Why won`**** come through the post!?,0
Exam 1 today. Going to get my license renewed  The birthday is getting closer!,0
"No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",0
"I`m going to be doing the FAFSA form today.  I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.",0
finally synced iPod,0
 aw. you level up. haha but just try to manage your money.,0
 how`s the translation going?,0
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,0
"I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed",0
Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,0
" LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!",0
"http://twitter.com/cruisemaniac/statuses/1752876129 ' requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ...",0
 CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,0
I am having a pretty good time at work talking **** with one on  the gymnastics gils,0
 I want to know when the auditions are Mander! Text or...reply please!,0
 u mean VIP this time ? coz of the KBS thingy ? haha..,0
 it would be so fun.  too much to do.  not enough time or money.,0
Time to get off the puter. Nite all.,0
" http://twitpic.com/67owu - Nice - I had tickets for tonight`s game, but I`m staying home sick",0
"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",0
I`m new on Twitter.....Hi everybody!!! Suggestions for me???,0
#3wordsaftersex I haven`t started,0
ninja sushi for lunch but dominicks was out of sour gummy worms,0
chillen just started on twitter.,0
Forgot my power cable at home today,0
yea dude... 5`8'! really!?,0
"Omg, I`m a murdere! I accidently just killed a spider",0
" Awe man, that sucks. Everyone makes mistakes. I have a feeling that people can forgive you",0
ontd is our god,0
 just watch evan longoria,0
" I have a question for you, Ali.",0
_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,0
Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,0
Just going to shower. Brb in 10 mins or so,0
 i bet they did  some people have no ideia or standards  have a lovely time the pair of you,0
he keeps makingfun of my typos!,0
I wanna talk to Mitchel Mussoooooo,0
"You know you`re up too late when the TCU nightly scan starts! Oh well, I graduated today",0
Angus down 3-1 in first set     http://yfrog.com/10jsepj,0
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,0
 Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),0
" lol..well..no. I`ve had insomnia since I was 23 :-/ & since then dont sleep a lot of hours, but the ones I do are great!",0
"Law and Order! Yeah, I stay home on Sat nite!",0
iono...I guess I`m getting off now. L8r twits,0
"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",0
First steps on Twitter. Just checking,0
im officially done with school til fall.,0
 No! Why?,0
 FRUITY PEBBLES?! What? Over Lucky Charms,0
My roommate has officially started packing,0
 not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.,0
claires party was amazing!    headache.,0
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),0
Sucky day so far hope it gets better,0
" too many GermÃ¯Â¿Â½n rodrÃ¯Â¿Â½guez`s results. Which one are you?  I mean, how do you look like in your profile picture?",0
"is watching 'Wall Street', and realizing that since it is on a movie channel she won`t get a potty break",0
" ohh yeh , but he was on sexy men so its okay",0
he`s here   sleep over with the MR. night peeps !,0
 I think I should... But with who? Hmmmm. Maybe a friend in ALASKA,0
Still up playin rock band woot woot,0
 It often pays to wait,0
I`m holding Audrey (mine and Erica`s bean bag thing),0
also  your caramels are like crack....  just thought you should know.,0
 i DO THAT ALL THE TIME.. NO BIGGIE,0
  yea dongggg,0
" - We drank ours away, May Day Bank Holiday today",0
Really really cant sleep  x,0
  i can`t call you im from Mexico and i don`t know the code,0
Digging the ideas behind railsbridge (http://railsbridge.org/),0
Mel? Where Are You You Shud Be Here At My House,0
food...food...FOOD!,0
will be doing all the chores just for her mama,0
 yeah although probably not on BGT  bugger,0
has just joined twitter. reeeally dont understand how to use this lol,0
" ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",0
 No mine looks the same.,0
"I looked up some differents stuff for mine, today.",0
 i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,0
"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",0
I really need to lose weight. Anybody wanna be my exercise-buddy?,0
 only you babe. <3,0
Got three shots today.   I can`t lift my arms...,0
 I knew that. I attended an innovation seminar at Picnic 2007.,0
 so early??,0
Perfect way to end a totally boring day? Sleep. Goodnight,0
"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",0
Bought it.  Now I have to wait 2-3 weeks.   Boo.,0
" trivia? Working, no computer!",0
  I miss all you OK girls.    Happy Mother`s Day to all y`all.,0
i wish i was in Jonathon Ross` audience right now,0
Still working,0
() oh snap,0
off to work..,0
 I dont have one here - dunno if my mom ever had one or not -,0
"41 Followers? Random people, but okay!",0
 cool photo  is that outside your place?,0
 hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,0
_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.,0
talking to nat,0
 I think I have some tea somewhere. It`s probably old though.,0
 I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,0
" I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky.",0
watching 'la rosa de guadalupe' damm this episode is so true they are people that make fun of the people that are virgins,0
NEW STRIPEY TOP DAY!,0
 I hear ya. You`ll have to go back to work to rest.,0
 lol. u got AC right? u know it`s getting chill here again...  n its gona rain tmr,0
 been there done that. It always ended up with me selling the machine and going back to my mac,0
making my mom a mothers day card,0
is downloading new fonts . again  http://plurk.com/p/rplkr,0
 IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,0
following  `cause  ordered it,0
I only have one day left in school  My 16th is approaching,0
_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,0
 Time for some Halo3 then?,0
"just installed Windows 7 RC, so far no mushroom cloud yet.",0
 So Windows LiveWriter`s accessible? Guess that answers that.,0
A- on my french paper.,0
" Keep it that long, people can ffwd if they like (now, if you did AAC w/ chapter markers...",0
first puppy gone 2 new home.,0
I forgot I moved 100 east...make that 8 hours home.,0
I cant follow any1  on FollowFriday LOL u guys follow        ,0
first trip home since diwali. But before that a couple of days in saddi dilli,0
" I hear that, we`ve missed so many films due to insufficient fundage: Watchmen, Dark Knight, Star Trek.",0
 Yes so did I  Some of the Acts are really very cringe worthy! Though I do find it very entertaining.,0
morning everyone!,0
"_Jamie How are ya, honey? What happend to  account  ?",0
i`m goin to bed now. see ya tomorrow twitter ppl.,0
 What happened?!,0
 Thats on Fox isnt it? Never watched it,0
??? weekend standby duty??????????????????????????????????????????????????,0
Got Six Feet Under series 1 on DVD,0
I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,0
Didn`t get to hang out with kaitlyn.,0
 when in doubt go with the instincts.,0
 Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.,0
From My Heart To Yours   ? http://blip.fm/~5jo4w,0
Going to get some strawberries for the champagne tonight!,0
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call",0
'how do you like them apples' is from the movie Rio Bravo. Good Will Hunting make a lot more sense now.,0
 Good!! Busy as heck but good. Feeling yucky at the moment.,0
 artery tomorrow. No more Hagen Daz for me,0
" too early ,,, I`ll spill my corn flakes",0
" I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.",0
last full day of vacation,0
" i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work",0
i loudly said something & my coworker replied 'i dont know brian klemm! But even I love brian klemm!'  ( _0_Tronic ),0
not feelin so hot,0
Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,0
 I will post it later. Its not on my comp,0
"Started the week with a wedding, now ending the week with a funeral",0
 yes not for putting inside anything else,0
Damm it! I didn`t get a pic of niamh with her 3D glasses on,0
" Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn`t so available.",0
i wanna see UPPPPPP,0
" You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",0
 lol... hell yeah!,0
Look at how far away I`ve gone... locked away in a room trying to work in silence and yet... constant 'urgent' emails and IM`s persist,0
Bouta donate blood! Ahhhhh!,0
 i havent got a call,0
lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,0
My friends are mocking my weekend!   have they been talking to you?,0
 What are you doing up so early?,0
 hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,0
 there is no sale in Botega...,0
   do you need to go on a bike ride?,0
like the sound of a tweet,0
even if it is spf 55. Besides you don`t need ****. You are just putting more chemicals on you face. Spf 30 is a full block.,0
Wow slept in with no dolidh here to wake me up,0
 does that mean your going to block me?,0
 Hoooray!  I`m hooked already,0
 yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/,0
morning to all,0
why nobody write with me ? !,0
Just noticed  didn`t get the location right again!  Maybe a way to preview it before sending would be handy??,0
ACK! Fast forward right through that Coldplay song.,0
Is with our dog at the doggy park!,0
This is the earliest I`ve been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,0
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",0
Been i while since i`ve been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!,0
" hey Nat, just wondering, why are your videos never available on the iPhone?",0
"tired and didn`t really have an exciting Saturday.  oh well, hope it`s better tomorrow.",0
the apartment is starting to feel like mine.,0
Google ... show me apples ... I only want to see images with green in them: http://tinyurl.com/clrbau COOL,0
 did you get my text?,0
 oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,0
"Sitting, wondering, & wishing for a bunch of stuff that will never be",0
Took some phogs,0
sitting at the chevy dealership in utah waiting for the van to be fixed,0
Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,0
"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!",0
 I can`t stream videos on my phone,0
  I try pretty hard to engage everyone I follow! Some of them lack interesting **** to say so they end up unfollowed,0
 so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,0
Its payday! Yay! For all the good it does. Bills bills bills....I`m broke again already,0
never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,0
when do the stars come out??,0
_prototype09 no where I`m working for a bit up here,0
" I`m thinking that you, me, , +  should have it out over some vin in HK",0
"at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight",0
 I`m going to jordan & jeffs wedding next weekend in atl.,0
Going home... with sore #eyes,0
LOOPJAZZ  yess!!! ez most bejÃ¯Â¿Â½n,0
Gettin home frm hangin with Herman,0
following  keep me updated for the latest dance scene event,0
Early lunch then getting all dressed up for Amy`s confirmation,0
@ gadgetopia need to DM you but you`re not following me.   Will send email.,0
 <-- follow my girl meagan,0
 i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,0
Made coffee cake for her mom,0
"your the voice i hear inside my head, the reason that i`m singing, i gotta find you, i need to find you",0
 do you have another account here??,0
catching up on House  season finale monday!,0
 That version is not compatible with Vista.,0
No more high school...,0
 lol ok then,0
 I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,0
"Ã¯Â¿Â½anisalovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow",0
" Sure, I`ll be in chat in a sec   Here`s the thread http://tinyurl.com/ojcf5l",0
from last Montday`s award ceremony  http://twitpic.com/4jkvl,0
" I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",0
Venti Black Ice Tea with 8 pumps of classic,0
_ i guess we will wait & see..,0
 yooo! Its rainin dumb hard out.,0
i also realized this weekend how many people are only internet hot...ok catty comment out of the way for the week,0
 it`ll probably come out like I`m drunk or something...I`ll be so nervous!! LOL...thats why we will be there to help eachother,0
 then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,0
"i should of gone to kirsty`s for the night, anything to get out of the house",0
_xo oh and i know brody and erin,0
ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,0
"My tooth is bloody killing, not sure I can wait until next week to get it fixed",0
studying with  and colette!,0
"Twitter is kinda confusing , but fun",0
 awww NO. you`re not ugly.,0
just spent all day putting up a trampoline but is now too tired to use it...  it is very cool though!!,0
i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,0
 it`s Under a Honeymoon by The Good Life,0
" Very cute - I don`t think I can make it to MakerFaire, sadly",0
 I called but you didnt answer,0
" but if you got hit by a car, who would make such lovely music?",0
 yessssss wore myself out this weekend planting my garden and working,0
"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",0
  sitting next to magicmoment,0
just got home.,0
Cant fall asleep.,0
michelle is a hot mama with chichis grande,0
"Nina was on my lap, but just decided to jump off",0
 Grrrrrrrr................,0
" hey you, honey bear! Don`t goooooooo  puhleeezeee..",0
"I painted my nails metallic blue but IÃ¯Â¿Â½m really sure about how it looks, itÃ¯Â¿Â½s a pretty weird color!! I think itÃ¯Â¿Â½s cool",0
"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",0
I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,0
  you told me u would be there...lol! Hmmmm where were u.....,0
i really need a skateboard  ........,0
 We don`t have either of those here.,0
_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  **** twitta,0
 nah im pooped from moving 2day im just laying down relaxing  lol,0
hey Twitters,0
I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  ****,0
" cool, not a big user of DM though",0
listening to Demi Lovato  FINISHED MY NEW SONG!,0
listening to the online radio; oldies,0
"I mean, I`m just figuring out how to work it all",0
Young money,0
really want to go to the nets,0
 hi Add me.  it`s shannen,0
: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,0
"   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel",0
Hi there all! Can`t stay to long have to go to work soon,0
